mean_temp,max_temp,min_temp,LOESS_residuals
10.709583333333333,21.13,2.38,1.1303707171224868
14.214999999999998,21.13,6.29,2.1517425482767862
15.000833333333333,23.88,6.29,2.4493941953075815
15.987499999999999,23.47,6.99,3.9038149234917014
11.002083333333337,22.22,5.09,0.622190796311445
3.6566666666666667,5.9,1.89,-4.627086054737561
5.144166666666666,9.49,3.54,-3.440031111470831
7.671666666666667,17.3,-1.35,-2.8295912979334528
12.049166666666665,21.51,1.13,-1.1283077688827152
14.161666666666667,25.07,4.11,0.3017295950185126
17.483749999999997,26.69,7.13,1.9521521973105145
18.181666666666665,26.9,9.61,2.88723913701223
16.73541666666667,23.99,10.26,3.4981826210096028
14.092500000000001,21.91,6.28,1.2205806384338267
14.062083333333332,19.85,7.65,0.4592802521922046
14.063750000000004,22.4,8.27,-0.8048572763265263
10.959583333333335,19.81,5.16,-3.7308383315186706
13.305833333333334,21.61,4.44,-2.206050030497506
16.035833333333333,24.28,6.39,0.3211325253141961
15.539166666666668,24.85,5.67,0.8742507549254199
14.245833333333332,21.96,8.91,-0.3463396883743055
15.305833333333327,23.4,9.6,0.061004949647816886
16.135833333333338,25.25,8.18,-0.09621776011004357
18.353333333333335,26.51,9.13,1.7403568941320238
17.322499999999998,24.37,9.62,0.1599284011603892
17.22333333333334,24.74,10.05,-0.6407014943703189
17.52958333333333,24.54,8.92,-0.2077773073873459
19.52583333333333,27.9,11.64,1.8672512617482404
17.637083333333333,25.57,10.18,0.19424095604089686
17.650833333333335,24.49,9.04,0.38587787261742434
17.566666666666666,24.5,9.72,0.27645886842732637
16.179583333333333,23.85,10.81,-0.742194966579337
15.735833333333334,23.36,8.15,-1.3104701323836299
16.230416666666667,22.32,9.99,-1.1024238997207974
16.75,26.76,7.93,-1.5028087159441341
19.03458333333333,27.89,10.71,0.7941085222671305
18.472916666666666,26.82,9.91,-0.23626968852743957
19.26666666666667,29.39,9.62,0.3638731607504333
20.299999999999997,28.97,10.61,1.4595977770950128
20.440833333333334,28.03,11.32,1.4414422214115845
20.436666666666667,28.71,12.78,1.1800902232740995
20.59708333333333,30.05,11.13,0.8208941139377721
18.227916666666662,27.09,12.34,-1.0405596071030594
18.74083333333333,26.61,12.95,0.14911785909829334
16.85958333333333,22.53,12.39,-0.40031745883186076
16.236666666666668,23.24,8.33,-1.0252523048190234
16.575833333333335,23.67,9.11,-0.8065264233732599
17.174583333333334,24.43,7.72,-0.6534843464555209
18.535416666666666,27.0,10.94,-0.10987004118083021
18.45,27.29,11.82,-0.419735921490318
18.77875,26.48,10.58,0.31691994214409647
17.871666666666666,26.14,11.35,0.6870011686811281
18.140833333333333,25.92,10.5,-0.06977703942946079
18.84541666666667,26.49,10.27,0.4612248881762895
19.201249999999998,27.93,10.88,0.6327958786873147
19.652083333333334,29.22,10.09,0.25166711578228274
21.343333333333337,29.68,13.12,1.2904609604899662
18.137916666666666,24.49,11.74,-0.9778770827292966
14.97583333333334,20.96,8.75,-2.564804515308719
18.14166666666667,28.18,10.27,-0.5712705217241023
18.360833333333336,26.81,8.63,-0.6401949931977349
19.911666666666665,29.43,11.25,0.9714675367095822
21.127916666666668,30.61,9.94,0.9636797551617704
21.34375,30.24,10.31,-0.40988405014974205
21.525000000000002,31.08,11.9,1.4225038320044128
21.062500000000004,30.13,11.55,2.7456811076136844
21.200416666666666,28.97,12.58,2.2370456209776854
18.746666666666663,25.5,12.65,0.16270419186159657
14.401250000000005,20.03,12.1,-2.828541929773568
15.226249999999999,24.2,9.24,-1.6195625687560504
18.880416666666665,26.76,12.27,1.7099881931001768
15.82875,22.3,12.58,0.6080360235662852
12.760833333333336,16.12,9.43,-1.7195508350463289
12.46375,19.39,8.53,-2.4093125332317396
15.185833333333333,21.0,10.19,0.48828228013090325
15.060416666666667,20.54,9.5,1.3225782549003746
14.53,18.62,10.2,1.1654235015634935
13.15791666666667,18.36,8.62,-0.8838582484075239
11.407916666666665,17.13,5.67,-1.8238036555438786
13.405416666666666,20.0,7.39,-0.5792373075469204
14.788333333333334,20.8,9.06,0.8457984426728444
14.081249999999999,20.17,6.98,-0.08139506419139231
14.74875,21.36,9.33,0.4583712334658685
12.973750000000003,18.92,7.6,-1.081024831453954
13.292083333333336,19.35,7.19,-1.2902564638519483
14.269583333333335,23.82,6.67,-0.4817923549674976
17.402083333333334,27.05,9.7,1.3022782616957347
16.646666666666665,24.84,7.86,0.8709936250931332
16.416666666666664,23.08,8.47,0.6102651165502344
16.410000000000004,26.54,9.06,0.07243724460787604
16.035833333333336,24.8,7.62,-0.34499124910110623
15.927083333333334,25.3,5.91,-1.2007858265672002
17.39166666666667,25.77,8.18,-0.6384642696152945
19.460000000000004,26.8,10.71,0.9739428475582663
17.693749999999998,26.11,8.54,0.16929363124113195
16.890833333333333,24.14,8.44,0.020322697979086257
18.22875,26.23,11.06,1.9724666039455911
18.710000000000004,28.55,10.06,2.3247704837833147
19.449583333333333,27.8,9.51,2.6214836307282496
18.8325,26.65,10.37,2.2100221111947285
13.014583333333333,22.45,8.75,-1.5259094935300404
10.212916666666665,12.91,7.44,-2.1741097082457976
9.08375,14.22,4.78,-1.499780846338627
6.0625,11.77,3.15,-3.2683054792624002
8.264166666666666,19.31,-0.49,-2.3749622005608195
11.524999999999999,23.1,1.15,-1.0290975146968577
13.667083333333332,23.22,4.28,0.32071622781825937
13.423333333333334,21.26,6.65,1.0307207282868767
13.4625,23.24,5.15,1.3377845907471215
12.349583333333335,20.19,6.61,0.8705691671313254
11.450833333333334,18.34,5.44,0.15222200897692595
13.533749999999998,23.08,6.12,0.2769540277904756
15.278750000000002,24.61,8.57,0.1716802078098354
14.467500000000001,20.65,7.76,-0.6336244543473768
12.857916666666668,20.46,5.77,-0.57089729255968
14.301250000000001,21.49,8.72,1.4855592751903224
12.457083333333337,19.82,6.41,0.31906025176050967
12.000416666666666,21.61,3.76,0.12382904853206966
13.234999999999998,22.89,4.14,0.2778443168824225
13.863750000000003,23.54,3.93,-0.25301888352205104
12.347500000000002,21.84,4.34,-1.2398688709061751
13.786250000000003,23.14,6.45,2.9821230335015745
9.447916666666666,19.86,2.63,-1.4272343034793948
8.51125,19.18,-0.27,-3.009905149522247
11.969166666666666,21.13,4.51,0.7031423115252053
12.813333333333333,21.76,4.5,1.0189147840300432
13.489583333333336,24.45,4.3,1.3545445795749487
13.805833333333332,23.81,4.12,2.273969754748995
4.52625,13.77,0.98,-4.530860227098443
8.792499999999999,21.89,-0.27,-0.4431002297095823
14.234166666666667,22.63,7.35,3.1319122346102084
10.113750000000001,21.05,2.21,-1.347636712721469
9.17,19.22,0.96,-2.5243610715698512
11.503749999999998,21.16,4.83,0.9409468774957581
11.67125,19.37,4.78,1.9829645330705485
9.135000000000002,16.9,4.03,1.6395454290230678
7.902916666666666,15.7,2.37,0.3983283021463109
9.448333333333332,15.97,4.47,0.360636595225424
10.38,18.13,4.28,1.0957075929937172
10.631666666666666,17.37,5.62,1.860651227838285
2.580416666666666,9.5,-0.45,-3.9846094946686943
-0.5145833333333334,9.81,-6.5,-5.841736377845914
4.631666666666667,15.16,-2.24,0.7398534128486576
5.497916666666668,16.48,-3.34,1.4614576598788496
6.962916666666665,18.31,-1.7,1.7934708858290653
9.062499999999998,19.01,1.91,2.7503188982074205
7.292083333333333,13.88,1.93,1.5132858650453191
4.951249999999999,13.7,-1.8,2.392390426183949
2.4825000000000004,8.41,-2.11,2.2952066847002657
-2.714166666666667,-1.09,-4.52,-1.0254452106172711
-5.620416666666666,-0.19,-11.1,-3.0821309838419175
-8.082916666666668,0.86,-14.93,-5.901167576650156
-4.169999999999999,3.26,-10.95,-2.947093256620135
-1.9329166666666664,8.48,-8.06,-0.879636987634548
-1.3783333333333332,7.06,-8.31,0.4762816930538929
-0.6195833333333333,4.18,-5.8,1.7230632981863798
-2.8874999999999993,6.05,-9.21,0.2565431303508061
-0.24375000000000002,7.64,-6.23,3.185564560393005
1.7329166666666664,7.55,-2.99,4.168704896955223
-1.2720833333333335,4.51,-3.44,0.5880948909661674
-3.597916666666667,1.46,-8.0,-1.6403774254946972
-4.853750000000001,1.21,-9.94,-2.5989648660765217
-6.143333333333334,-0.23,-12.43,-2.455675930972121
-6.0787499999999985,1.96,-10.97,-1.0251771955165543
-7.566666666666666,4.14,-15.91,-1.1625023386451208
-3.654583333333333,8.36,-11.2,1.384386433351449
-3.676250000000001,9.11,-10.28,0.35916548949800786
-1.782916666666666,9.7,-8.1,1.5284905299663603
-0.9966666666666667,7.7,-5.7,1.5907423759295494
-3.469583333333333,4.08,-8.58,-0.06375294849302371
-3.730833333333333,-0.77,-7.03,0.34157390969618273
-7.477500000000002,-6.12,-8.94,-0.46259659702475187
-8.93625,-3.5,-13.41,-2.062966909969755
-5.057916666666667,0.63,-8.95,1.4777353350739375
-5.690833333333334,-1.24,-9.32,0.1290789129846095
-3.542499999999999,0.44,-5.63,1.7186733282888333
-5.3408333333333315,-1.99,-8.48,-0.22859586201765225
-6.925,-4.05,-10.88,-0.7170463725096479
-11.89208333333333,-5.72,-16.99,-2.1745456352866324
-11.557083333333333,-2.56,-15.45,-1.6848157065568135
-11.123333333333333,-2.52,-18.5,-3.407462676734384
-6.354583333333334,1.54,-10.45,-1.7251907520303584
-5.175416666666666,5.18,-12.7,-2.2672245107579414
1.3291666666666666,6.26,-2.59,0.9909157473695815
3.307916666666667,8.87,-0.11,3.4994372795651603
1.7629166666666671,5.26,-3.0,5.0190709802091575
-0.8466666666666667,4.69,-5.71,2.239482522090027
-0.8787499999999998,1.86,-3.02,0.9175857061861906
-0.7108333333333333,6.08,-4.9,-0.996743578352195
0.43083333333333335,6.61,-3.62,2.094607901150386
2.57625,9.08,-0.3,2.4494881254992475
-5.109166666666667,1.88,-9.61,-4.001022975173969
-9.81625,-2.02,-15.49,-4.33083590397786
-8.127916666666666,-1.59,-12.38,-2.795944627352942
-4.397916666666667,4.04,-10.69,0.03746087387499042
1.7829166666666663,8.37,-2.35,4.186075907745616
-5.523333333333333,0.29,-10.84,-1.7790100368507673
-1.5699999999999996,7.51,-7.47,0.14366666742768386
1.4262500000000002,6.77,-4.34,1.9905091072168895
-4.067499999999999,5.51,-11.77,-0.017381367231742217
-2.4625000000000004,5.52,-6.38,0.9519720126677091
-2.485416666666667,5.08,-7.82,0.2503493436051092
-3.0245833333333327,-0.39,-5.14,-0.8683377980559035
-2.865833333333334,-1.75,-5.54,1.239692656117347
-7.158749999999998,1.11,-12.06,-2.5114192921892524
-1.6416666666666666,4.67,-6.04,0.9642564960094981
-4.280833333333333,-0.83,-8.57,1.1293444982727783
-3.014583333333333,-2.0,-3.97,1.785774069932546
-4.810416666666667,-3.15,-6.96,-0.13031915103415148
-8.093749999999998,-2.41,-12.76,-3.1352833266183104
-9.218333333333332,-1.23,-13.02,-4.555157476979816
-5.919166666666665,0.91,-11.11,1.2788941183037768
-2.7670833333333333,3.49,-6.06,1.2792078411958876
-2.6366666666666663,0.87,-5.14,2.1535690365950293
-5.533333333333332,-0.04,-9.48,-1.8137739975569769
-2.9358333333333326,0.18,-4.56,1.5242245236918874
-2.5083333333333337,4.95,-5.79,3.149597876679686
-0.30166666666666647,4.4,-7.84,3.715341815300339
-10.935,-7.14,-14.29,-4.160606253740359
-10.047499999999998,-1.17,-14.49,-5.249070817292996
-8.0125,1.22,-12.05,-3.441804889789764
-1.5037500000000004,4.06,-5.93,1.225521102919208
-4.7125,1.19,-11.12,-1.890024172200131
-3.934583333333331,4.23,-10.49,-0.1402102437111883
2.9645833333333336,6.12,0.56,4.566934239601403
1.2045833333333331,5.6,-1.51,4.402841327127786
1.8854166666666667,4.17,-0.71,4.319011639678312
-1.0841666666666667,3.19,-4.77,1.317199289020169
-4.09,1.89,-8.6,-3.254983867299649
-4.3425,-0.68,-6.57,-1.7609479657981462
-7.619583333333334,-4.78,-10.22,-1.4556398694370136
-9.799583333333333,-3.87,-12.84,-3.8642576657510936
-5.874583333333334,0.14,-10.5,0.6754514565436098
-6.207083333333336,-1.06,-11.79,0.41747827300601426
-4.779166666666665,3.62,-9.32,1.67726573830406
1.5504166666666668,7.05,-2.57,7.322311050600582
-3.3908333333333327,1.79,-8.54,3.8254640703545872
-13.622083333333334,-4.52,-17.04,-2.4216755989064502
-17.16208333333333,-12.14,-20.52,-5.303632279830516
-17.03833333333333,-12.6,-21.52,-6.125496851785066
-14.727083333333335,-7.69,-19.7,-3.894445160263169
-10.995833333333332,-7.52,-14.6,-2.8743614874396854
-11.146249999999997,0.83,-17.9,-5.389579345632006
-2.9879166666666666,6.42,-11.06,2.384149450474959
0.058750000000000004,6.33,-3.53,6.693444888673425
1.549166666666667,8.83,-3.26,6.106752628315695
2.08875,4.67,-0.04,4.89957989357346
-2.08875,2.47,-4.91,1.3159773622734612
-2.022083333333333,3.5,-5.82,0.5396248937692167
-3.3499999999999996,1.72,-8.53,0.6467392229229647
-11.728333333333337,-8.59,-15.28,-4.646779634205399
-13.750833333333333,-1.36,-21.17,-4.048027702972413
-8.764999999999997,1.3,-14.97,-1.0864527776228918
-7.597916666666669,-2.13,-13.04,-1.6833974037066817
-7.027916666666667,2.56,-12.29,-1.5605518402084169
-2.382083333333334,5.93,-7.07,1.6357822607706431
-3.8512500000000003,3.88,-6.48,-0.4906293162700939
-6.117083333333333,-4.01,-7.79,-0.33234661614589855
-7.795000000000002,-1.36,-11.55,-0.6334047741050588
-2.7549999999999994,6.06,-7.56,0.3187056992710777
2.731666666666667,11.33,-1.98,2.3244443166035214
5.3062499999999995,10.85,1.75,3.769324968945503
0.48166666666666674,8.05,-3.38,-1.742377292019122
1.9245833333333335,7.49,-1.86,-0.8524049014307667
-0.6441666666666664,5.2,-5.67,0.8456345873706613
-2.7566666666666664,2.94,-6.42,2.299211360850227
-2.747083333333333,3.83,-7.83,-0.9248774716907173
-1.4483333333333333,7.73,-8.2,-3.413378255248171
1.2362499999999998,9.67,-4.62,-0.5622620244558818
4.587916666666667,14.64,-1.16,3.524069675580161
5.923750000000001,14.11,-0.48,3.9523443678610235
-1.1758333333333335,9.67,-4.71,0.13220599236472907
-10.166666666666666,-3.45,-15.29,-5.724069443780512
-4.19375,8.35,-13.4,-1.1178713068050417
2.8562499999999997,8.01,-0.65,3.1684048185772413
-1.2183333333333333,3.67,-4.36,-0.5696271876244052
-2.8558333333333334,3.91,-6.28,-2.3934495134828073
0.5475000000000003,8.27,-4.06,-0.5533291773983232
-1.1520833333333333,2.96,-3.23,-1.078786754172609
-0.3891666666666662,5.64,-5.32,1.0922983654618315
-0.2424999999999998,6.41,-5.42,1.1201916009671353
2.9308333333333336,9.99,-1.99,2.729127164004162
0.6500000000000001,9.08,-6.35,0.04159400423977577
0.1325000000000001,6.88,-4.26,-0.7303688241135952
-1.4387499999999998,8.74,-8.12,-2.6315070536065597
2.525,13.06,-4.32,2.0289225104581576
4.712916666666666,13.13,-1.62,4.5043522912868035
-1.1570833333333335,10.4,-5.54,0.1959118410819951
-7.766666666666666,2.27,-15.13,-5.718845234094723
-2.2433333333333336,8.57,-8.89,-0.7441430253551549
-0.6749999999999998,9.52,-7.81,0.817202675750747
-0.33083333333333337,4.81,-5.81,1.4584486297177555
-1.0045833333333327,10.84,-9.82,0.3454113836466295
-0.6316666666666667,9.84,-4.32,-0.41052480812274283
-3.027916666666666,-1.25,-4.36,-1.6231040550679163
-2.821666666666667,4.07,-9.15,0.9189819534426391
-1.8504166666666666,3.2,-6.61,0.9307834758306313
-1.4124999999999996,3.13,-6.25,0.8150162645685055
-2.2624999999999997,1.88,-5.14,0.04063476372941377
-3.892916666666667,-1.68,-5.17,-1.1020771874333088
-4.015833333333333,0.54,-7.0,-1.6330028678527548
-1.1666666666666667,5.55,-6.3,1.265091111882899
-3.3725000000000005,2.99,-5.13,0.6825319525676701
-4.102083333333334,-2.14,-5.85,-1.1606313644090065
-4.19875,-2.65,-6.16,-2.3962627083038948
-3.6712500000000006,-0.23,-7.36,-2.6152223904508745
-1.762083333333334,7.45,-7.59,0.00946666625310666
1.12375,9.93,-6.19,2.385371375135925
3.46875,9.02,-0.99,3.057919865687051
0.6383333333333333,6.2,-2.06,0.2839929587364644
-0.41208333333333375,7.13,-5.07,-1.524596220981874
2.07625,11.28,-5.25,1.2941275333637003
4.195833333333334,9.37,-1.57,3.961157525222013
-1.2474999999999998,3.61,-3.51,-0.6159186362041406
-4.265833333333332,-1.72,-9.41,-3.8274429661003264
-3.9900000000000015,4.63,-12.68,-5.141362230657342
0.12250000000000005,12.63,-7.47,-2.1781322992126055
5.905833333333334,14.34,-1.71,1.7785271853682234
4.8675,10.98,-1.9,0.4349068370060909
3.6925000000000003,12.97,-5.21,-0.6009354571984549
6.815416666666667,19.35,-2.28,1.9704667263414901
8.123333333333333,18.31,-0.72,2.6480907128326727
9.40875,19.1,0.83,2.882537865709744
10.53,19.7,2.59,2.5049472823973824
9.209999999999999,18.02,1.86,0.09219414907082335
6.159166666666668,13.59,3.45,-0.8558828035594859
2.554583333333333,3.99,0.3,-1.490948509025749
1.9583333333333333,5.6,-2.37,-2.2848313144785077
3.0483333333333333,8.05,-1.25,-1.590210513685887
4.534583333333333,10.92,-1.71,-0.517681393121209
7.042500000000001,15.29,-0.82,0.24081457880383628
9.24375,16.77,2.37,1.0897092550954186
8.011666666666667,12.44,5.03,1.2488001399012427
3.616666666666667,6.57,1.84,-1.1710978236516585
6.0512500000000005,10.74,1.78,0.2743001363054569
6.851666666666667,12.25,0.78,-0.07104986850315509
7.264583333333334,12.83,2.61,0.4052910875627047
8.515833333333333,12.84,4.23,0.5541899994165576
9.333333333333334,14.12,4.03,0.35814023496852965
7.1675,12.88,3.32,-0.8550302246251764
6.88625,10.46,4.75,0.4017146448374582
7.253750000000001,14.78,1.26,0.9479936262009776
8.976666666666667,16.7,3.09,2.690476802738832
5.093750000000001,12.14,2.16,-0.1545525823195284
4.081666666666666,8.27,1.12,-1.272249008156935
4.382083333333334,9.91,0.09,-1.8924140705781007
5.258333333333333,10.44,-0.55,-0.7294457160273948
6.047916666666667,9.1,4.21,0.330970748466318
4.026666666666668,5.66,2.45,-1.6670803262141836
3.2525,5.98,0.83,-2.894219801748094
5.4725,11.08,1.02,-0.3588901294512601
7.296250000000001,16.54,0.66,0.6285536621296552
9.796249999999999,17.25,3.1,0.6163378530385355
11.46,20.0,4.01,0.7419614544113653
12.507083333333336,20.95,4.39,1.0182257914554516
13.280833333333334,20.26,6.88,2.1842588697251024
11.722500000000002,19.84,3.08,1.1482403191096608
9.431666666666667,17.53,0.45,-0.37993984412794646
8.600833333333334,17.53,1.02,-0.9412016118893725
11.594166666666666,21.24,0.93,0.14625310426333193
12.782499999999999,22.57,2.78,-0.04009588882807513
11.857500000000002,20.37,4.72,-1.3417205924477678
10.707499999999998,19.56,2.7,-2.0692480553790293
12.15333333333333,21.02,2.08,0.2675737432484002
12.129583333333331,20.27,2.58,0.777205578359597
11.977500000000001,21.16,3.71,0.6745025850927586
14.058333333333335,24.54,3.36,0.3563834741635734
15.840000000000002,25.91,6.42,0.0807773572752648
17.004583333333333,26.74,6.85,1.0544688312147343
16.730833333333337,24.85,7.4,1.2988268927599922
13.205416666666666,23.08,6.61,-1.5895037791114195
13.022499999999999,18.47,8.03,-0.6629402743069068
12.8825,20.34,5.22,-0.6984399701107549
14.604166666666664,22.19,8.09,-0.9428227886974749
17.649583333333336,28.46,9.72,0.0399084895412507
18.792500000000004,27.6,8.57,1.2499288822970875
18.533333333333335,27.49,8.26,1.5303432187868182
18.196250000000003,27.46,7.54,1.4873681064534416
